orden_id,placa_vehiculo,origen,destino,peso_kg,fecha_entrega,estado,duracion_min,distancia_km,cliente_id
ORD-03033,JKL-600,Miraflores,Barranco,640.16,2025-08-26 17:59:00,Completado,21,5.18,CLI-038
ORD-03034,GHI-501,Lima Centro,San Juan de Lurigancho,74.52,2025-07-15 19:13:00,Fallido,75,20.77,CLI-009
ORD-03035,TUV-301,Callao,Bellavista,826.61,2026-05-13 06:07:00,En tránsito,27,5.45,CLI-035
ORD-03036,TUV-301,Callao,Bellavista,291.31,2025-03-19 01:26:00,Completado,13,6.09,CLI-042
ORD-03037,ABC-002,Lima Centro,Ate,3038.33,2025-11-13 07:31:00,Completado,76,18.01,CLI-042
ORD-03038,QRS-200,Lima Centro,Callao,773.81,2025-10-25 20:21:00,Completado,49,16.03,CLI-025
ORD-03039,TUV-301,San Isidro,La Molina,1580.07,2025-02-02 16:47:00,En tránsito,46,15.68,CLI-038
ORD-03040,GHI-500,Lima Centro,Tacna,1753.44,2025-03-15 07:00:00,Fallido,3714,1378.99,CLI-014
ORD-03041,QRS-201,Lima Centro,Comas,4584.44,2025-02-12 12:41:00,En tránsito,69,18.12,CLI-005
ORD-03042,XYZ-102,Miraflores,Barranco,2247.49,2025-05-29 14:46:00,Completado,14,5.28,CLI-008
ORD-03043,DEF-401,Lima Centro,Tacna,4566.57,2026-01-23 11:12:00,Completado,5242,1409.2,CLI-043
ORD-03044,QRS-200,Lima Centro,Trujillo,1732.91,2025-08-08 13:45:00,Pendiente,,532.91,CLI-043
ORD-03045,GHI-500,Lima Centro,Chiclayo,2898.72,2026-01-24 13:04:00,En tránsito,1543,656.99,CLI-045
ORD-03046,DEF-401,Miraflores,Chorrillos,3143.49,2025-01-29 13:42:00,Completado,17,7.45,CLI-016
ORD-03047,JKL-600,Lima Centro,San Isidro,2236.91,2025-07-20 15:40:00,En tránsito,36,9.77,CLI-031
ORD-03048,QRS-201,Lima Centro,Arequipa,659.37,2025-05-06 04:09:00,Completado,2595,971.15,CLI-010
ORD-03049,DEF-400,Lima Centro,San Isidro,2587.51,2025-07-13 20:33:00,Fallido,41,9.83,CLI-032
ORD-03050,ABC-001,Lima Centro,San Isidro,248.21,2026-03-10 04:38:00,Completado,29,10.88,CLI-016
ORD-03051,TUV-301,Lima Centro,Trujillo,4543.93,2026-01-31 07:36:00,Fallido,2341,511.34,CLI-016
ORD-03052,DEF-400,Lima Centro,San Isidro,2535.91,2025-05-13 13:22:00,Completado,37,9.76,CLI-040
ORD-03053,QRS-201,Lima Centro,Villa El Salvador,3312.6,2025-09-03 17:45:00,Completado,69,23.51,CLI-044
ORD-03054,JKL-600,Lima Centro,Chiclayo,1091.03,2025-10-19 02:56:00,Completado,3221,653.09,CLI-003
ORD-03055,QRS-200,Lima Centro,Surco,4028.95,2025-05-21 21:55:00,Completado,25,11.19,CLI-028
ORD-03056,XYZ-102,Lima Centro,Cusco,4363.95,2025-08-09 14:55:00,Completado,5254,1168.51,CLI-010
ORD-03057,GHI-500,Lima Centro,Chiclayo,4552.46,2025-05-24 10:22:00,Completado,1730,648.57,CLI-024
ORD-03058,QRS-200,Lima Centro,Cusco,1337.88,2026-01-20 12:39:00,Completado,4089,1185.91,CLI-019
ORD-03059,LMN-050,Lima Centro,Huancayo,3555.38,2025-03-26 08:52:00,Completado,1321,319.83,CLI-002
ORD-03060,TUV-301,Miraflores,Barranco,691.59,2025-03-12 10:00:00,Completado,24,5.07,CLI-021
ORD-03061,ABC-001,Lima Centro,Cusco,4338.52,2025-06-20 03:09:00,Completado,5346,1263.82,CLI-049
ORD-03062,XYZ-102,Lima Centro,Trujillo,3711.49,2025-12-31 15:11:00,Fallido,2085,572.24,CLI-040
ORD-03063,GHI-501,Lima Centro,Trujillo,735.49,2025-04-21 08:43:00,Completado,2547,509.41,CLI-008
ORD-03064,XYZ-101,Miraflores,Barranco,779.35,2026-02-05 21:23:00,Completado,23,4.7,CLI-032
ORD-03065,DEF-400,Lima Centro,Trujillo,3663.11,2026-03-15 22:59:00,Completado,2510,495.69,CLI-023
ORD-03066,TUV-300,Lima Centro,Chiclayo,1491.97,2025-08-26 04:23:00,En tránsito,1526,670.21,CLI-030
ORD-03067,LMN-050,Lima Centro,Callao,2291.28,2025-11-29 19:33:00,Completado,36,15.54,CLI-010
ORD-03068,ABC-001,Lima Centro,Ate,4636.0,2025-11-27 23:56:00,Completado,49,20.79,CLI-018
ORD-03069,DEF-401,Miraflores,Chorrillos,2254.07,2026-04-18 12:31:00,Completado,25,7.83,CLI-027
ORD-03070,ABC-002,Lima Centro,Ate,383.45,2026-03-11 16:27:00,En tránsito,52,18.55,CLI-010
ORD-03071,DEF-400,Lima Centro,Callao,2614.06,2026-03-07 01:57:00,Fallido,69,15.01,CLI-018
ORD-03072,GHI-500,Lima Centro,Comas,1101.96,2025-05-10 17:13:00,Completado,47,19.26,CLI-044
ORD-03073,DEF-401,Lima Centro,Huancayo,2724.27,2026-04-30 16:10:00,Completado,1444,294.33,CLI-047
ORD-03074,DEF-400,Lima Centro,San Isidro,1303.31,2025-07-15 00:54:00,En tránsito,30,10.83,CLI-028
ORD-03075,TUV-301,Lima Centro,Tacna,3590.2,2025-10-15 11:58:00,Completado,4235,1183.52,CLI-013
ORD-03076,XYZ-102,Lima Centro,Comas,1902.29,2025-07-09 02:58:00,Completado,66,19.17,CLI-001
ORD-03077,LMN-051,Lima Centro,San Isidro,3946.06,2025-06-19 09:25:00,Completado,23,10.06,CLI-045
ORD-03078,TUV-301,Lima Centro,Miraflores,3212.67,2025-01-25 06:33:00,Completado,33,8.37,CLI-003
ORD-03079,XYZ-102,Miraflores,Barranco,366.18,2025-02-04 01:18:00,Completado,10,4.91,CLI-033
ORD-03080,DEF-400,Miraflores,Chorrillos,559.99,2025-04-20 10:12:00,Completado,28,8.02,CLI-014
ORD-03081,ABC-001,Lima Centro,Chiclayo,3141.1,2025-06-13 11:32:00,Completado,1397,586.56,CLI-026
ORD-03082,ABC-002,Lima Centro,Piura,2460.94,2025-07-15 09:28:00,Pendiente,,903.66,CLI-036
ORD-03083,QRS-201,San Isidro,La Molina,3962.03,2026-05-08 19:02:00,Completado,36,15.47,CLI-026
ORD-03084,DEF-401,Lima Centro,Tacna,559.01,2025-10-14 20:45:00,Completado,3396,1194.29,CLI-024
ORD-03085,ABC-002,Lima Centro,Piura,471.68,2025-08-06 16:27:00,Pendiente,,862.12,CLI-025
ORD-03086,XYZ-102,Lima Centro,Trujillo,841.17,2026-01-12 22:33:00,Completado,1433,502.22,CLI-003
ORD-03087,LMN-050,Miraflores,Chorrillos,1814.86,2025-06-20 17:13:00,Fallido,24,8.06,CLI-038
ORD-03088,XYZ-102,Callao,Bellavista,1855.49,2025-08-14 22:09:00,Completado,21,5.69,CLI-016
ORD-03089,QRS-200,Lima Centro,Huancayo,2030.89,2026-01-30 16:10:00,En tránsito,854,278.52,CLI-030
ORD-03090,GHI-501,Lima Centro,Chiclayo,1375.04,2025-01-23 02:43:00,Completado,1943,640.29,CLI-036
ORD-03091,XYZ-102,Lima Centro,Chiclayo,81.98,2025-04-17 00:52:00,En tránsito,3006,687.53,CLI-022
ORD-03092,QRS-200,Lima Centro,Villa El Salvador,2178.49,2026-02-27 14:11:00,Completado,85,25.3,CLI-042
ORD-03093,DEF-401,Lima Centro,Ate,353.09,2025-02-05 20:23:00,Completado,88,19.28,CLI-034
ORD-03094,ABC-001,Callao,Bellavista,4028.77,2025-08-07 03:15:00,Pendiente,,5.96,CLI-013
ORD-03095,GHI-501,Lima Centro,Callao,89.47,2025-10-16 15:08:00,Completado,69,14.87,CLI-015
ORD-03096,QRS-201,Lima Centro,Iquitos,2306.61,2026-03-09 05:30:00,Fallido,5256,1259.25,CLI-049
ORD-03097,XYZ-101,Lima Centro,Surco,3481.81,2026-01-25 16:18:00,Completado,29,11.95,CLI-033
ORD-03098,JKL-600,Lima Centro,Cusco,460.57,2026-02-04 19:03:00,Completado,2431,1097.56,CLI-010
ORD-03099,JKL-600,San Isidro,La Molina,3405.16,2025-06-01 21:18:00,Completado,51,13.66,CLI-048
ORD-03100,ABC-002,Lima Centro,Chiclayo,3799.09,2025-12-21 21:28:00,Fallido,3221,693.45,CLI-046
ORD-03101,DEF-400,Lima Centro,Arequipa,2399.95,2025-12-14 18:37:00,Pendiente,,975.24,CLI-046
ORD-03102,QRS-200,Lima Centro,Tacna,1515.18,2026-01-31 12:25:00,Completado,5601,1327.89,CLI-047
ORD-03103,ABC-001,Lima Centro,Cusco,136.45,2025-05-01 06:18:00,Completado,5204,1251.22,CLI-010
ORD-03104,DEF-400,Lima Centro,San Juan de Lurigancho,1930.32,2026-03-06 09:08:00,Pendiente,,22.94,CLI-013
ORD-03105,ABC-002,Lima Centro,Trujillo,2918.3,2026-05-06 22:11:00,En tránsito,1309,578.63,CLI-016
ORD-03106,QRS-201,Lima Centro,Tacna,3375.22,2025-08-23 00:23:00,En tránsito,5303,1279.55,CLI-049
ORD-03107,JKL-600,Lima Centro,Surco,4726.19,2026-02-08 20:37:00,Completado,28,10.89,CLI-045
ORD-03108,QRS-200,Lima Centro,Surco,94.12,2025-07-23 22:53:00,Completado,56,12.01,CLI-009
ORD-03109,GHI-501,Lima Centro,Cusco,2370.2,2025-10-20 22:13:00,Completado,4809,1160.7,CLI-030
ORD-03110,LMN-050,Lima Centro,Iquitos,2562.62,2025-04-15 07:20:00,Pendiente,,1251.3,CLI-023
ORD-03111,QRS-200,Lima Centro,Chiclayo,2386.37,2025-11-04 05:06:00,Fallido,1853,596.87,CLI-017
ORD-03112,DEF-400,Lima Centro,Cusco,1967.33,2026-04-04 22:32:00,Completado,5726,1148.07,CLI-016
ORD-03113,GHI-501,Lima Centro,Comas,3304.13,2025-04-17 02:31:00,Completado,73,17.72,CLI-010
ORD-03114,JKL-600,Lima Centro,Piura,2981.61,2025-07-21 17:21:00,Completado,2372,793.3,CLI-047
ORD-03115,DEF-401,Lima Centro,Chiclayo,4408.87,2025-05-29 00:02:00,En tránsito,2881,672.79,CLI-010
ORD-03116,DEF-401,Lima Centro,Callao,1916.1,2025-12-07 01:05:00,Completado,43,13.55,CLI-006
ORD-03117,XYZ-101,Lima Centro,Huancayo,2502.76,2026-01-28 10:17:00,Completado,787,276.87,CLI-042
ORD-03118,XYZ-102,Lima Centro,Villa El Salvador,1635.33,2026-03-27 20:44:00,En tránsito,104,24.6,CLI-042
ORD-03119,JKL-600,Lima Centro,Villa El Salvador,338.15,2025-12-31 06:51:00,Completado,50,26.11,CLI-038
ORD-03120,QRS-201,Lima Centro,Miraflores,2629.15,2025-11-01 18:15:00,Completado,17,8.36,CLI-020
ORD-03121,XYZ-102,Lima Centro,Iquitos,1712.82,2025-03-30 16:41:00,Pendiente,,1308.44,CLI-005
ORD-03122,DEF-400,Miraflores,Chorrillos,300.33,2026-04-28 19:48:00,Completado,20,8.38,CLI-004
ORD-03123,XYZ-102,San Isidro,La Molina,3863.06,2025-11-21 14:26:00,En tránsito,49,14.68,CLI-035
ORD-03124,DEF-400,Lima Centro,Callao,3194.19,2026-02-20 02:08:00,Completado,74,15.06,CLI-023
ORD-03125,GHI-501,Lima Centro,Huancayo,68.54,2025-08-23 22:16:00,Completado,1292,290.85,CLI-046
ORD-03126,DEF-400,Lima Centro,Ate,2764.98,2026-03-01 02:02:00,Completado,98,18.85,CLI-050
ORD-03127,TUV-301,Lima Centro,Ate,2266.93,2025-11-10 13:31:00,Completado,95,20.02,CLI-009
ORD-03128,QRS-200,Lima Centro,Surco,3051.7,2025-03-05 23:19:00,Completado,29,11.94,CLI-027
ORD-03129,QRS-201,Callao,Bellavista,2164.35,2026-01-23 23:06:00,En tránsito,19,6.23,CLI-007
ORD-03130,GHI-500,Lima Centro,Piura,4793.04,2025-07-23 04:42:00,Completado,3053,834.56,CLI-016
ORD-03131,ABC-002,Lima Centro,Arequipa,3657.11,2026-04-09 21:42:00,Completado,3072,979.3,CLI-050
ORD-03132,QRS-200,Lima Centro,San Juan de Lurigancho,2189.66,2025-07-25 05:37:00,Completado,54,21.75,CLI-045
ORD-03133,QRS-200,Lima Centro,Piura,473.85,2025-12-25 22:12:00,Completado,2841,832.18,CLI-021
ORD-03134,DEF-401,Lima Centro,San Juan de Lurigancho,2711.99,2026-04-15 20:38:00,Completado,88,22.48,CLI-030
ORD-03135,XYZ-101,Miraflores,Barranco,1651.12,2025-05-04 10:36:00,Completado,18,5.12,CLI-031
ORD-03136,LMN-050,Lima Centro,Trujillo,173.44,2025-06-15 19:53:00,Completado,1918,587.25,CLI-036
ORD-03137,ABC-001,Callao,Bellavista,4625.17,2025-09-30 00:20:00,Pendiente,,6.5,CLI-019
ORD-03138,TUV-301,Lima Centro,Surco,982.93,2025-02-25 12:21:00,En tránsito,41,10.97,CLI-009
ORD-03139,QRS-200,Lima Centro,Huancayo,1787.05,2026-03-18 11:55:00,Pendiente,,275.57,CLI-035
ORD-03140,ABC-001,Lima Centro,Trujillo,4371.54,2025-02-28 09:33:00,Completado,1807,534.72,CLI-003
ORD-03141,DEF-400,Lima Centro,Callao,945.69,2025-04-05 08:17:00,En tránsito,56,16.34,CLI-036
ORD-03142,ABC-001,Lima Centro,Chiclayo,3881.01,2025-08-26 01:40:00,Completado,1754,661.65,CLI-002
ORD-03143,ABC-002,Lima Centro,Surco,3236.54,2026-03-26 04:21:00,Completado,46,11.74,CLI-041
ORD-03144,QRS-200,Lima Centro,Miraflores,3324.76,2025-03-29 18:48:00,Completado,39,8.16,CLI-010
ORD-03145,GHI-501,Lima Centro,San Juan de Lurigancho,639.38,2026-03-12 06:26:00,Completado,83,22.27,CLI-025
ORD-03146,XYZ-101,Lima Centro,San Juan de Lurigancho,4071.31,2025-01-07 15:40:00,Fallido,56,23.26,CLI-025
ORD-03147,QRS-201,Lima Centro,Arequipa,4728.69,2025-12-26 18:28:00,Completado,3090,1046.96,CLI-019
ORD-03148,ABC-002,Lima Centro,Callao,4043.46,2025-06-17 15:56:00,En tránsito,65,15.79,CLI-020
ORD-03149,JKL-600,Lima Centro,Cusco,2069.63,2026-05-08 19:23:00,Pendiente,,1266.47,CLI-032
ORD-03150,XYZ-102,San Isidro,La Molina,1841.34,2025-07-14 17:57:00,Completado,52,14.41,CLI-024
ORD-03151,QRS-200,Lima Centro,Ate,4486.8,2026-01-06 02:17:00,Completado,62,21.9,CLI-043
ORD-03152,GHI-501,Lima Centro,Arequipa,1374.96,2026-03-24 16:12:00,Completado,3998,939.66,CLI-019
ORD-03153,TUV-300,Lima Centro,Iquitos,4726.26,2025-04-28 21:59:00,En tránsito,3671,1231.2,CLI-027
ORD-03154,XYZ-101,Lima Centro,Chiclayo,195.03,2025-07-20 09:33:00,Completado,1910,671.19,CLI-030
ORD-03155,TUV-301,Lima Centro,Chiclayo,1489.1,2025-08-30 00:59:00,Completado,2290,605.68,CLI-042
ORD-03156,DEF-400,Lima Centro,Arequipa,1296.52,2025-11-09 17:13:00,En tránsito,3970,948.77,CLI-047
ORD-03157,TUV-300,Lima Centro,Arequipa,206.79,2025-12-20 10:55:00,Pendiente,,904.76,CLI-047
ORD-03158,XYZ-101,Miraflores,Barranco,2683.46,2025-01-31 11:46:00,Completado,10,4.9,CLI-011
ORD-03159,GHI-500,Lima Centro,Callao,3037.37,2025-04-11 08:11:00,Completado,71,14.09,CLI-003
ORD-03160,GHI-501,Lima Centro,Trujillo,4861.94,2026-04-14 23:31:00,Completado,2596,529.62,CLI-041
ORD-03161,JKL-600,Callao,Bellavista,191.46,2026-05-12 21:00:00,En tránsito,16,5.91,CLI-022
ORD-03162,DEF-400,Lima Centro,Iquitos,706.64,2025-02-26 11:02:00,Pendiente,,1247.33,CLI-001
ORD-03163,TUV-300,Miraflores,Barranco,516.36,2025-01-12 21:11:00,Pendiente,,4.71,CLI-015
ORD-03164,DEF-400,Lima Centro,San Isidro,3378.06,2025-08-26 19:16:00,Completado,43,9.47,CLI-015
ORD-03165,DEF-401,Lima Centro,Chiclayo,3638.17,2026-03-03 10:12:00,En tránsito,1453,598.07,CLI-010
ORD-03166,XYZ-101,Lima Centro,Ate,2035.47,2025-10-22 00:17:00,En tránsito,99,18.74,CLI-030
ORD-03167,GHI-500,San Isidro,La Molina,3355.8,2025-08-11 21:24:00,Completado,70,13.83,CLI-004
ORD-03168,DEF-400,Lima Centro,Piura,1782.98,2025-04-25 16:12:00,Completado,3112,814.73,CLI-006
ORD-03169,JKL-600,San Isidro,La Molina,3147.76,2025-08-09 01:51:00,En tránsito,57,15.25,CLI-021
ORD-03170,LMN-051,Lima Centro,Surco,3791.2,2025-12-07 09:22:00,Completado,53,11.33,CLI-030
ORD-03171,XYZ-101,Lima Centro,Miraflores,2741.89,2025-08-02 04:30:00,Pendiente,,7.37,CLI-030
ORD-03172,XYZ-101,Lima Centro,Villa El Salvador,4236.99,2025-05-09 12:06:00,Completado,124,25.84,CLI-031
ORD-03173,GHI-501,Callao,Bellavista,3748.46,2026-01-04 23:48:00,Pendiente,,6.31,CLI-017
ORD-03174,ABC-002,Lima Centro,Surco,2580.26,2025-08-06 00:32:00,Completado,33,12.68,CLI-029
ORD-03175,TUV-301,Lima Centro,Cusco,1208.5,2025-10-29 19:59:00,Completado,2613,1224.84,CLI-028
ORD-03176,LMN-051,Lima Centro,Ate,4751.61,2026-03-09 07:59:00,Completado,77,19.74,CLI-032
ORD-03177,GHI-501,Lima Centro,Miraflores,2971.36,2025-01-17 22:21:00,Completado,33,7.43,CLI-009
ORD-03178,XYZ-102,Lima Centro,Arequipa,1437.97,2025-12-13 03:11:00,Completado,4856,945.83,CLI-050
ORD-03179,TUV-300,Lima Centro,Piura,1753.57,2025-09-29 01:19:00,Pendiente,,924.08,CLI-043
ORD-03180,XYZ-102,Miraflores,Barranco,2033.65,2025-01-30 04:23:00,En tránsito,19,4.87,CLI-044
ORD-03181,LMN-050,Lima Centro,Comas,705.95,2026-02-07 23:15:00,Completado,41,17.5,CLI-024
ORD-03182,DEF-401,Lima Centro,Trujillo,1689.62,2025-04-05 19:39:00,Completado,1205,559.95,CLI-048
ORD-03183,XYZ-102,Miraflores,Barranco,3252.14,2025-04-10 02:33:00,En tránsito,22,4.75,CLI-040
ORD-03184,DEF-400,Callao,Bellavista,4285.98,2026-02-12 02:56:00,Completado,12,6.2,CLI-038
ORD-03185,QRS-200,Lima Centro,Chiclayo,778.03,2025-12-14 20:06:00,Completado,1925,660.99,CLI-044
ORD-03186,QRS-201,Lima Centro,Trujillo,1107.47,2025-07-19 10:51:00,En tránsito,1205,512.79,CLI-008
ORD-03187,TUV-300,Lima Centro,Arequipa,2471.4,2025-11-11 02:47:00,Completado,2160,1064.02,CLI-010
ORD-03188,ABC-002,Lima Centro,San Juan de Lurigancho,3944.89,2025-10-09 07:25:00,Completado,81,21.75,CLI-044
ORD-03189,XYZ-101,Lima Centro,Trujillo,2846.16,2025-09-05 03:49:00,Completado,1144,570.07,CLI-032
ORD-03190,TUV-301,Lima Centro,Callao,4210.41,2025-05-30 11:54:00,Completado,56,13.74,CLI-013
ORD-03191,XYZ-101,Lima Centro,Miraflores,79.1,2025-06-12 01:00:00,Completado,35,8.44,CLI-025
ORD-03192,XYZ-102,Lima Centro,Piura,3736.64,2025-09-11 17:39:00,Completado,1787,817.65,CLI-023
ORD-03193,QRS-200,Lima Centro,Miraflores,283.79,2025-06-11 16:25:00,Completado,26,8.24,CLI-004
ORD-03194,QRS-200,San Isidro,La Molina,3439.98,2026-02-04 23:50:00,Completado,39,14.88,CLI-023
ORD-03195,GHI-500,Miraflores,Barranco,2148.62,2025-10-02 22:46:00,En tránsito,12,5.0,CLI-003
ORD-03196,XYZ-101,Lima Centro,San Isidro,404.77,2026-03-02 17:42:00,Fallido,23,10.74,CLI-021
ORD-03197,LMN-050,Lima Centro,Surco,840.43,2025-05-24 12:03:00,Completado,27,10.81,CLI-016
ORD-03198,ABC-001,Lima Centro,Iquitos,3866.19,2025-03-28 11:50:00,En tránsito,3249,1257.66,CLI-044
ORD-03199,GHI-500,Lima Centro,San Isidro,3204.02,2025-12-11 12:33:00,Fallido,23,9.44,CLI-001
ORD-03200,DEF-401,Lima Centro,Ate,2420.48,2025-12-13 21:43:00,Completado,45,18.98,CLI-025
ORD-03201,DEF-400,Lima Centro,Tacna,2456.16,2026-01-19 16:37:00,Completado,5355,1295.36,CLI-003
ORD-03202,ABC-002,Lima Centro,Miraflores,3913.69,2025-03-08 02:16:00,Completado,32,8.75,CLI-001
ORD-03203,GHI-500,Lima Centro,Trujillo,186.54,2025-05-04 08:35:00,Completado,1702,566.96,CLI-035
ORD-03204,LMN-051,Lima Centro,Tacna,450.59,2025-04-03 06:29:00,Completado,2625,1198.63,CLI-050
ORD-03205,LMN-051,Lima Centro,Huancayo,1334.73,2025-11-15 08:51:00,En tránsito,1178,291.8,CLI-039
ORD-03206,ABC-002,Lima Centro,Chiclayo,3020.2,2025-07-22 11:21:00,Completado,2059,643.96,CLI-032
ORD-03207,DEF-401,Lima Centro,San Isidro,3788.48,2025-08-17 23:43:00,Completado,44,10.0,CLI-027
ORD-03208,XYZ-101,Lima Centro,Comas,3723.82,2025-05-04 18:22:00,Fallido,57,18.95,CLI-025
ORD-03209,XYZ-102,Lima Centro,Trujillo,2320.89,2026-04-27 00:23:00,Completado,1699,516.52,CLI-034
ORD-03210,XYZ-102,Lima Centro,Chiclayo,3452.58,2026-02-26 01:10:00,En tránsito,2722,705.59,CLI-049
ORD-03211,QRS-200,Miraflores,Barranco,4434.44,2026-05-08 02:19:00,En tránsito,14,4.68,CLI-028
ORD-03212,GHI-500,Lima Centro,Villa El Salvador,2312.54,2025-01-01 09:43:00,En tránsito,58,26.4,CLI-044
ORD-03213,TUV-300,Miraflores,Barranco,1172.48,2025-12-10 03:23:00,Completado,12,5.1,CLI-035
ORD-03214,GHI-501,Lima Centro,Arequipa,1288.75,2026-04-18 13:16:00,Completado,3437,962.64,CLI-035
ORD-03215,QRS-200,Lima Centro,Huancayo,2778.47,2025-09-19 15:59:00,Completado,619,316.76,CLI-015
ORD-03216,JKL-600,Lima Centro,Callao,3221.45,2025-10-05 07:31:00,Completado,60,14.7,CLI-015
ORD-03217,GHI-500,Lima Centro,San Isidro,4776.99,2025-10-23 05:47:00,En tránsito,48,10.98,CLI-039
ORD-03218,LMN-051,Lima Centro,Surco,3011.64,2025-03-27 15:59:00,En tránsito,26,11.47,CLI-003
ORD-03219,ABC-002,San Isidro,La Molina,2738.92,2026-01-16 21:09:00,Completado,56,14.01,CLI-033
ORD-03220,TUV-300,Lima Centro,San Juan de Lurigancho,615.35,2025-03-05 16:12:00,Completado,45,22.86,CLI-050
ORD-03221,TUV-300,Lima Centro,Cusco,3083.47,2026-03-11 15:21:00,En tránsito,4837,1269.61,CLI-047
ORD-03222,TUV-301,Lima Centro,Piura,3090.79,2026-03-03 18:30:00,En tránsito,3980,871.13,CLI-004
ORD-03223,ABC-002,Miraflores,Chorrillos,1431.84,2026-03-21 04:06:00,Completado,27,8.57,CLI-022
ORD-03224,DEF-400,Lima Centro,Arequipa,554.93,2026-01-13 03:35:00,Completado,3859,1088.1,CLI-001
ORD-03225,GHI-501,Lima Centro,Arequipa,3547.5,2025-04-19 20:51:00,Completado,4054,981.28,CLI-016
ORD-03226,TUV-301,Lima Centro,Surco,2331.94,2025-04-13 03:10:00,Pendiente,,13.09,CLI-023
ORD-03227,LMN-050,Lima Centro,Trujillo,3063.57,2026-01-17 13:06:00,Fallido,1790,518.97,CLI-036
ORD-03228,DEF-401,Lima Centro,Piura,2970.39,2025-10-21 06:33:00,Completado,3875,863.73,CLI-038
ORD-03229,GHI-500,Lima Centro,Miraflores,1075.55,2026-05-16 05:44:00,Completado,17,8.52,CLI-032
ORD-03230,DEF-401,Lima Centro,San Isidro,900.12,2025-09-10 11:12:00,Completado,43,9.78,CLI-045
ORD-03231,GHI-501,Lima Centro,Villa El Salvador,2658.07,2025-03-03 07:04:00,Completado,85,23.84,CLI-003
ORD-03232,XYZ-101,Lima Centro,Miraflores,3026.81,2025-11-05 01:15:00,Completado,27,8.4,CLI-024
ORD-03233,JKL-600,Lima Centro,Piura,4840.05,2025-09-15 07:21:00,En tránsito,3471,912.49,CLI-044
ORD-03234,QRS-201,Lima Centro,Tacna,4260.53,2025-10-08 03:09:00,Pendiente,,1429.79,CLI-014
ORD-03235,LMN-051,Lima Centro,Tacna,573.91,2025-03-16 10:49:00,En tránsito,6348,1380.27,CLI-005
ORD-03236,ABC-002,Lima Centro,Tacna,3165.28,2025-04-05 10:35:00,En tránsito,6034,1389.19,CLI-017
ORD-03237,GHI-501,Lima Centro,Chiclayo,3530.91,2026-04-05 05:57:00,Fallido,3123,608.69,CLI-013
ORD-03238,TUV-301,Lima Centro,Cusco,3011.26,2025-03-04 22:34:00,Fallido,3822,1165.92,CLI-007
ORD-03239,LMN-051,Lima Centro,Villa El Salvador,1978.58,2025-10-12 08:20:00,En tránsito,67,26.38,CLI-039
ORD-03240,DEF-400,Lima Centro,Ate,3697.55,2026-01-31 15:38:00,Completado,63,21.1,CLI-040
ORD-03241,JKL-600,Lima Centro,Miraflores,3951.89,2025-08-08 22:42:00,En tránsito,23,8.06,CLI-009
ORD-03242,TUV-301,San Isidro,La Molina,3046.49,2025-01-17 17:47:00,Pendiente,,14.03,CLI-007
ORD-03243,GHI-500,Lima Centro,Trujillo,4632.36,2026-02-02 06:21:00,Completado,2173,541.04,CLI-033
ORD-03244,JKL-600,Lima Centro,San Isidro,2172.52,2025-04-16 06:39:00,Completado,34,9.06,CLI-045
ORD-03245,ABC-001,Lima Centro,Comas,3546.42,2025-12-03 07:45:00,Completado,51,16.85,CLI-009
ORD-03246,TUV-300,Lima Centro,San Juan de Lurigancho,4403.82,2026-01-12 08:06:00,En tránsito,89,23.49,CLI-015
ORD-03247,QRS-200,Lima Centro,Miraflores,1597.72,2026-04-13 07:11:00,Completado,33,8.64,CLI-007
ORD-03248,LMN-050,Lima Centro,Iquitos,3815.86,2026-02-09 09:18:00,Completado,3366,1212.66,CLI-018
ORD-03249,XYZ-102,Lima Centro,Comas,4052.12,2025-12-09 00:10:00,En tránsito,73,18.91,CLI-001
ORD-03250,ABC-002,Lima Centro,Tacna,634.18,2025-07-30 11:44:00,Completado,6088,1361.32,CLI-028
ORD-03251,TUV-301,Lima Centro,San Isidro,4023.4,2025-08-02 08:00:00,Pendiente,,9.57,CLI-020
ORD-03252,JKL-600,Lima Centro,Chiclayo,1002.98,2025-11-14 17:39:00,Completado,2678,590.06,CLI-020
ORD-03253,ABC-001,Lima Centro,Comas,2567.43,2025-06-16 02:43:00,Completado,70,19.17,CLI-025
ORD-03254,LMN-051,Lima Centro,San Isidro,1947.49,2026-02-25 02:01:00,En tránsito,39,10.23,CLI-012
ORD-03255,XYZ-102,Lima Centro,Huancayo,2427.41,2025-03-31 01:40:00,Completado,1461,312.67,CLI-028
ORD-03256,TUV-301,Lima Centro,Huancayo,1767.52,2025-08-05 19:11:00,En tránsito,1297,283.9,CLI-025
ORD-03257,GHI-500,Lima Centro,San Isidro,3784.75,2025-02-17 02:40:00,Completado,44,10.22,CLI-002
ORD-03258,DEF-400,Lima Centro,Tacna,4300.38,2026-02-06 09:08:00,En tránsito,3693,1246.45,CLI-025
ORD-03259,XYZ-102,Lima Centro,Arequipa,1047.78,2025-09-20 23:12:00,En tránsito,2810,959.98,CLI-034
ORD-03260,LMN-051,Lima Centro,Iquitos,557.51,2026-05-03 07:16:00,En tránsito,3151,1309.7,CLI-034
ORD-03261,QRS-200,Lima Centro,Cusco,3891.43,2025-11-10 08:46:00,Completado,2534,1166.87,CLI-019
